pkid,fkdevicepool
92be1d71-6abd-08d5-1b15-7a7a76e1c8af,ebf90991-7c07-4ae9-b44a-0cd8a223b69f
097872e8-882d-f7f8-893c-c5debfc71fe5,dedeca2d-13a2-42f8-a41d-1a9b51c551c7
ba2b285b-0933-0772-c09a-5b1faf5ebb61,a2841550-b324-4966-a828-ac812b01a4af
663cc4f3-ae72-2e59-dff1-d884afe17b38,29d78ac5-f1d4-4445-b429-2dc4a49528fd
28124ecb-1414-8040-5da7-02b5e26742a4,5ed30bf3-0ab4-4562-a9f5-02bf8cf90c7a
1cbdeaeb-c88f-c184-23ab-20787a90f586,bd674a7f-9168-4165-8770-620ecc0c0965
66d06a0a-bffe-1bb5-c6e2-7057582f4c80,7ee41a5c-ddbb-4d2d-ac7c-bd8a78d44830
3a64436b-9c61-63f6-6aac-d761acebcad6,61b44fcb-91bf-4611-a528-54846677eba0
b54af280-38f6-d266-b54b-186a5630567c,058c31d0-a210-43dd-b1fd-b0030b882a77
e039e6b4-763b-6a93-943e-7a3f75bab0fd,2b07a7b2-226f-47c6-a1e2-bdc202e796f1
9a10717a-28d1-62ba-715b-b57226c1e008,4bb0bfee-19df-4145-b2e7-4c5c10adc0b6
37170010-0c67-c0b2-3df0-a817b057cfe7,b227e8f8-2323-472f-b23c-58e7ab4e9aeb
db0befa1-dfcc-bcfd-56a7-7b63a651838b,fc0df031-c601-4003-a199-37cd0253a008
ffd777c5-1809-6873-8f72-f4c1e8312a56,aa0368cd-f76c-432f-86ca-862d8d3dd632
bb153228-b461-6946-2745-e554fcf87fb1,5da9fb70-2766-4383-a45e-9d6258b93dfa
c286e113-5420-b34e-052f-b3c66ccc987e,ecce943b-6de2-4993-a513-6c49dc4575ba
aa5ab12f-0252-01aa-e1e0-4e28f51ec41f,1a0d4cf7-ee87-4e69-af4b-c8edbafb5d6f
94d5826d-9270-4eb0-cd8b-bf8793ee888b,4a6f6646-a2fa-433e-b6dc-2b84fc58ba61
294ec1f0-b23d-cda8-02f5-28daca04e404,f97ba648-cbfb-4eb6-9960-0a4cef02bb9a
60e654c7-fc06-10c8-d46e-52e4973c01a1,2a39b6f9-26e0-4ecc-952c-de074569fab4
fc97dea8-73ef-c3f4-2845-8963dab070fe,054d7988-2dfd-4991-90ca-f8d28b23e1d6
89a5251e-b858-fec6-d9ee-f2a1c9d2b1d5,90b6ae33-b081-4ab2-a5d5-96a3bd1e264e
91efd3c3-5628-ee56-c7ee-0fbf7438e73f,023efc49-81ad-473b-bcb8-b153ee07688f
1b4b44db-b047-d715-5d05-6ba059f9ec58,75880666-6606-4690-9a28-bc4c25063b61
bca19dac-f909-e63c-863e-65e821f5a33b,eed1d253-eb84-4ad1-80e7-6e049a123739
64067b70-0b05-50dd-db75-df6a129d9e60,831ae452-2634-4fc6-96a2-1d353ea877f0
b52dc827-d037-7c3b-b499-b74fa0db6679,d788ff15-bb62-493b-ad69-7c715fa8b933
a4ac7001-8cee-274d-3857-4b15d0238ee2,dba54427-66b5-4f78-b5fd-58a956281142
65ae5d73-7714-d806-e0e5-cad9d8780ad7,a3a4f299-275e-4717-9bf3-6a6b42818ddf
0d55e00c-75b6-1a1f-3a8c-708878d7fa97,0985843e-0a0c-4f8b-9721-e88faf7b64a3
33d6cc7e-5e00-0f35-5f0f-229bd4b4d7bb,0e2bfd3a-2f81-42bc-9abb-9ab9214575b1
9175af9d-9794-7620-f1ef-8406bf80d6fa,510ca522-4861-4a2a-97bd-e2b627665f85
079846dd-5cab-f3cd-25dd-2820c2e98e5e,10ee2848-bf1d-49f7-82d4-bb35a11c4326
bc9f1f5a-e57c-966f-56ec-4e162ad15915,71734be1-2222-4df2-8203-8a18f8eddf91
2c81e9eb-5c1f-0a15-6fa9-8ee1fbfd891d,fb84e34d-230b-4f9e-abea-47599bac1cd5
374f4041-33c7-82a3-1e8f-96b345f55f21,3b831b9a-7e91-401d-adac-be95e3a18806
e2794f91-0743-63f8-a846-b94e06fcaa48,d5683caa-0029-4ef3-afa5-47b895697f82
ceb08320-61a8-5335-9344-21f70c2aeb67,0ebbe002-cbd1-433f-8019-563bb4e96ea2
8d270923-b191-f226-08a1-faf94f5ba1bc,ad81349f-f277-43a0-8d30-bd0c0a9cd252
978467a4-7aea-5aed-9ca9-607fb051f6d0,376d6fd0-5f77-4962-a5d3-cab1df1a1100
1bc92494-d997-e8f2-bac7-2480ba0a14cb,a0ff590f-ff48-4bc4-9454-6adce18164cc
6af8ae80-7be8-93e2-41f6-fd4a19785436,7639aedc-fc51-4df0-bdd5-8ca9169948d2
18980de9-3b7c-96a5-6292-a2ee89dd04cd,e475a572-c6a7-4b3e-b87f-7cb8b7c43462
ddf22613-cdd8-2b82-df33-a93e2e8e894a,e731a651-576f-45ef-b70e-8ede4643fe99
3ddcfedd-896d-0f45-0866-4f102d0f5b8d,6e75a7f6-e44f-4aa9-b163-240970cb7b94
73035798-08fe-d12a-c259-907935c83b91,16383644-0545-4a8f-9db9-0c40ca4140bc
70b8b4a5-09c4-af42-cce1-9070204b9423,041d6042-65b9-4bf1-a735-87d4531e855e
fbc85cee-4576-3704-6a19-673a4bf7e922,4a8ea536-5deb-42f6-b519-68dcb93d4bd7
55fb969c-bdee-05f5-7ccc-9c89622aab66,0eb2dfe4-dda4-4ad5-ac38-da4a91b02d87
03f53968-3f2e-199f-8171-450fbe67db07,65f2b948-fc6f-4a43-8214-c83a322068b0
e1ee6729-3ea5-3fab-2ecd-064aff21ca32,b142761b-ee0d-4162-9f19-21431bfddb87
5ee8c3d8-5fc0-e066-3f41-0e98da701b69,c9ffbb56-8c64-4bb7-be24-964baf886464
14c5f13a-78a4-b247-d68d-099fb9f496e4,ebc1a181-9cfd-4b4f-93a0-f51617b19d3d
302ebfdf-f545-fbac-773c-2d2fb92dca42,813d33be-8973-447a-8ffe-6df71f335f13
28349f5b-9847-bc35-5416-2b283989fbed,e77fc4f0-34b6-41d6-a056-31b4eb3d2205
d5e37f10-b49f-0c21-fcd9-3a2bf8dde8df,0029db4c-d1f5-466a-ba21-bd8f0838493c
3a24b4e7-85f3-ec31-629a-23ddf066e2b6,e272b4ce-cb84-4dee-a992-951e2cf1d412
3337583a-abd7-8164-e49d-7eae2b1e0dca,ea23b35d-9886-4a97-b9ee-bb6f4776b886
8b608e56-f3c8-36e5-e337-900378766b3a,a56ca5aa-bdfa-471a-8b84-b247557b9dd6
47d37f42-c23d-1ef9-ea89-26108e7a5096,630c5bee-0c66-4034-a6f7-d235951fc6a3
af94fa13-c324-7b3c-02ac-4613d1d81568,ad04b053-ba7c-4681-97ad-2d9a731c082e
2320e922-8169-26f2-0725-28a3ea3656ad,4943c819-1c8b-45fd-aaa9-69c9defa93a1
7a811b0c-6a3a-dcbc-31d9-f865e8e3f431,a6700154-1861-4f75-a826-648c9445c002
80c9fa5b-35c3-391a-5768-7c2714cd380f,33cb7050-ca5f-41c7-8900-2a6260942bae
5f936313-6f5a-37cf-6b58-ef5e8007638b,a339a66f-3642-44d2-b73f-877da4bbd36d
0b209435-0aae-5064-2c66-3ce8f9962d30,23626841-6bea-4b5c-a3eb-8289865d69a5
3d2c58ea-858c-6a8e-632d-cd8e189af538,4eb1773b-50e4-47f0-b3db-51dbb6d11925
55e1ed32-b51f-4c39-3feb-8ab7d6f3436d,37936fa8-dbfb-4c62-a7cb-795e0a9434bf
