pkid,fklocation
19f3fcb6-efb9-d253-5b4d-86d064f2232c,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
f6b81af3-210b-09c5-47ae-0d1372d45837,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
9d379290-e63a-c585-0049-b464d29f8a01,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
92edb683-de29-283f-36e5-e5748a87af30,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
b6359256-dff7-a0c7-e07e-1cc35dba53fb,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
cfd90b58-0b33-121b-ad12-ecacd723a2e2,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
cbc11034-1bd2-9ed0-9273-23be5f27fdbe,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
9f077116-8706-ee9d-1488-a82114928e43,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
9b70ff3b-7fd3-4d20-297b-775122fdd7d0,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
8b44e93e-22e8-bdf5-324f-5f0605d4d362,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
19fe47e7-067d-fc0f-89ee-55afaa21f89f,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
93e8b3bc-0763-fe3a-f12e-2c283930fe06,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
876a71b3-a87f-6815-6f20-762e06608343,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
ea94debf-d75c-75b6-2902-3f2307aa7701,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
a7fd7c83-e32e-1725-18c6-94a11e5d0db2,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
e77a8a5f-9a4e-5740-f740-0a49c6b38928,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
386850f5-b0d8-1fbe-943a-2d4ceb35498a,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
3b553024-2fbd-856f-d97c-25dc74b71b81,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
151b48ee-8591-b4e1-9d59-c470c7a9dd70,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
b340dc4a-13c8-f8b4-4fa9-4ad623a4ecd1,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
d5c19578-0f3d-406a-bf25-eb10463ad301,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
90353ef4-3849-4005-9919-cdf94e144313,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
7f6318fa-6b34-2696-98ad-090ebcceb9ab,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
aea73c1f-568d-342b-d994-bbeb570fe013,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
e34ab6b1-8e34-4849-4177-b221118c6c84,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
e5f42eb3-fc79-babb-eb8d-e142015394b1,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
869215ed-b8e0-f635-dc22-a3999ad4692e,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
3d0790b8-c0cb-55fe-71a1-2080f9e39d4f,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
d1c8ac0c-206a-0df6-b93e-5d804089a25d,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
8ec7304b-f4b9-3abf-8c1b-cd55e361c2ae,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
51eddac7-d23b-9c35-5da3-43fe79e8989a,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
19caf2ca-04e1-6b7b-1170-6806d7c7b7f6,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
ad74e078-a006-6941-9353-1e7737f4ec40,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
d0c333d7-7f62-7f3a-c28f-927b6ce824e3,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
9f803069-d42a-f965-374d-28a5bb8cd37d,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
d1707b9b-5849-bcf4-bb5e-2b899e798c07,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
7a9c2703-9f10-988e-1207-d6720b9b6802,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
719d0b6a-4f8a-c7ab-2a23-8e81ef109dc5,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
c80accc1-88aa-5691-f19f-14bef6a79d63,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
4c024b31-fdec-0bfd-c2ee-f80029181dc5,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
d43857f2-8e15-a727-05a4-b7f0397f2f8b,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
e3e85245-7e98-a07c-ee55-403838c0f942,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
624d6a40-aa01-2683-d195-c653aa2e787e,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
279b6896-d3df-f265-e046-5c209559ffcc,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
03ae3755-bdbd-49b6-7f6c-08c50c9cd2c0,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
c9b1a95d-15c9-5ee0-75bf-2d6afe38c71e,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
e3b843ed-08a3-b3d9-9ee7-58d66930fb57,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
8e4485e1-0644-c526-5372-d2caacffb64f,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
b0f71aa4-2fa4-b9f2-2eb9-8b4661f0e3e3,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
bca1124d-e5b5-0b81-c26d-1ac5e341df9a,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
60420d3c-5aa8-a7b7-eae7-37869584b99f,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
514402b9-70b4-496a-300b-3b9ea3b4e6be,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
f487a68a-9a49-61cd-08d0-e5f7f4eb8110,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
f7577b81-ef76-bf00-ec27-40a2663290fe,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
74207915-b51c-b770-947f-562e9733a79c,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
e711ae99-0b1e-f5cc-45fd-8d6e55002647,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
bb722daa-4d48-c472-3068-6b9869f5fdb1,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
c7269fdf-4657-acbd-cb9e-cb86ae564f33,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
6de29884-3765-62ed-ac14-cf5b50feec91,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
1d118eef-8bbb-2e4c-619b-e95dc9fada3b,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
f936edb5-4091-4020-cf28-af148baf23a5,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
784a621a-2abe-04ae-6cad-7b89aa12a611,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
1fc881f5-f9bf-2dda-4bcb-5b85423d8d2a,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
76ccfb27-1d1f-f308-f3fc-16dcdbe1e7d9,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
655bbfb4-553e-6c9c-f676-758c031288cc,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
e3addff4-923c-6374-4e85-da8e869ce2c3,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
5e04edb6-aed0-29b0-bbc4-ac90cb4ed400,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
3b463ec8-5474-6277-0718-ac8c4e5c4502,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
5c1c942b-1bd1-2e24-c96d-5c0b4e61a7fd,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
b524c162-b74a-f0ec-6691-b2714d7b6402,29c5c1c4-8871-4d1e-8394-0b9181e8c54d
