sipdevice_pkid,pkid,name,description,runonallnodes
911f8688-900c-6298-f6fe-cfce5b7f8e6f,9dced684-e3cc-6bb8-f4d4-ad81f54e74b5,xUS1_CUCxN_SIP_Trunk_NonSecure-CL2,DI-Unity-Connection-SIP-Trunk,t
0f647f5a-935b-3c64-3767-a8d4b54e1e5e,c6d51616-0de4-c3df-ee8b-e1bc3d058295,xUS2_CUCxN_SIP_Trunk_NonSecure-CL2,DI-Unity-Connection-SIP-Trunk,t
e0353bef-6ada-565b-d5d0-942dad388ce5,0f62d3d8-7890-79c2-5a2a-e1cf15e5e71c,DI-Cluster2-ATT-Canada-TRK,DI-Cluster2-ATT-Canada-TRK,t
63b658f7-d8fc-22c8-4f47-f7d75f01500c,8927a9da-b27e-7033-9bd0-7b055a396a4e,DI-Cluster2-ATT-US-TRK,DI-Cluster2-ATT-US-TRK,t
ee7200db-f750-7a98-33ea-2477490a94d0,4c2f5423-0e88-ba40-ac44-17a5eb106c96,DI-Cluster2-Verizon-TRK,DI-Cluster2-Verizon-TRK,t
df344d08-0000-9d0d-565c-832682a93ea1,e2f3e4e7-dae6-7d77-6c6b-9b6b9b42a81a,MIA-H323,MIA-H323 (10.244.115.4),t
0c72505a-0475-c909-cc3b-144710927c77,d8662d9d-611a-8e39-2e46-aa48eb1803d9,ALBA-H323,ALBA-H323 (10.244.121.1),t
ab340889-77ff-82f5-722c-8d84600798a7,ab1e3e8d-32e6-cb0a-2eb9-96f4607cacbb,FXF-SDWAN-CPG-tk,FedEx Freight Cape Girardeau (CPG/520) SIP TK to GW,f
2a71ba76-2da3-cf95-c21e-f2cfea2a0794,75aff92f-a6c3-60fe-1199-e648c82e9fab,SUSA-H323,SUSA-H323 (10.244.131.132),t
14411722-e855-caf7-8d99-38bcebf2bc08,0518e4b9-cdf0-2be0-a3da-34ac0a145c3d,GMVA-H323,GMVA-H323 (10.244.145.1),t
ae8fcc0b-934b-0b96-53b6-1b8c157ed779,50070aae-f894-4de6-690a-5b3e6bd846b4,INDRT-H323,INDRT-H323 (10.244.147.1),t
e430541b-6870-8d47-8467-4df93aa3f9da,e1626ab7-7a87-2ece-e047-fb7b08b7e812,FXF-SDWAN-RAP-tk,FedEx Freight Rapid City (RAP/506) SIP TK to GW,f
4486925e-9f25-d3c9-e94d-023a693f5f1d,e473d18c-0968-e3ee-5131-8e47513539b7,FXF-SDWAN-MAN-tk,FedEx Freight Manassas (MAN/553) SIP TK to GW,f
0c38805c-3ea5-0942-d1ca-ead682323eba,283502c7-5484-012f-94fb-759bf9576aea,WTCA-H323,WTCA-H323 (10.244.157.5),t
9fba96f1-0e71-c404-a564-c105b8cfe0ec,6d06c168-0c11-231a-f844-89ba2c60438f,BFIA-H323,BFIA-H323 (10.244.158.132),t
02cc39b5-7512-c365-c3ed-66102c1b9f55,fa2a4879-deee-fa5e-d763-7bc3770b4e26,FXF-SDWAN-KNG-tk,FedEx Freight Kingman (KNG/353) SIP TK to GW,f
ac08c4f2-031d-b79d-79fa-390ea80701e9,781d9e02-4705-e713-8a13-ef81cac27370,SCKA-H323,SCKA-H323 (10.244.158.4),t
12741aee-3f87-84c3-49ba-6892250d32aa,e89d25f1-e4e1-529a-c5f9-98d1e84710b6,FXF-SDWAN-BTE-tk,FedEx Freight (BTE/223) SIP TK to GW,f
712871d0-faf6-590e-bebb-aee64f673ec4,e5c6fa1d-1f18-d5e4-ed6b-27ee21d06b2d,LCKR-H323,LCKR-H323 (10.244.162.3),t
a0d7ff55-b585-dbac-2ad1-ef5170f21ca7,0b5737d0-d096-ffe4-722c-7507710d10d6,LDJA-H323,LDJA-H323 (10.244.166.3),t
066730e6-47e9-31e2-c553-31684c55f372,60477f3c-01c8-a189-f906-6e1e0c126cc2,CCRWK-H323,CCRWK-H323 (10.244.170.129),t
b831493a-f6c1-eaaa-bd0f-5f574974b3f2,f5593adf-3b29-56d7-3b13-30eb292d090a,FXF-SDWAN-LVW-tk,FedEx Freight Longview (LVW/344) 10.17.43.1 SIP TK to GW,f
22febdb7-69e1-bc6e-78b8-ac96c57958cf,ccd1b77d-b9f4-8879-cb99-12bfed1df711,FXE-SDWAN-YKZA-tk,FedEx Express Canada YKZA SIP TK to GW,f
7902e4e1-4a41-a4db-5672-e143f8d259aa,78f6374c-b763-ed92-b7cd-8dba7eb27fff,OAKRT-H323,OAKRT-H323 (10.244.172.132),t
a6bbc5ce-17fa-912e-a702-d527d010bf60,c48b00ed-5dbe-3b43-36a1-548f1f84a6ce,FATA-H323,FATA-H323 (10.244.189.196),t
136fd1ab-2dab-0bbc-dd5e-50214754e6dc,8cc5f1e3-947d-d1d0-ed8a-f6e5f571e435,LAXR-H323,LAXR-H323 (10.244.200.4),t
bda92c08-d038-bff3-42f1-3a5c66a00358,ec1a680f-9f60-3a01-b497-90c50ece43ec,FXF-SDWAN-BND-tk,FedEx Freight Bend (BND/139) 10.16.39.1 SIP,f
15d849cc-b681-ea8d-c462-a34635d50a8a,fbdf9fc0-2dc9-89d1-d87b-b445758a5e66,RKWA-H323,RKWA-H323 (10.244.29.4),t
3f3546d2-c1cc-f3fd-7064-6fb7a36cc679,9adfc91e-8768-7785-2913-783cce789b58,FLLRT-H323,FLLRT-H323 (10.244.49.131),t
e1aa83db-4cd3-8b23-c6ca-896392e24f2d,606fd3c6-c193-033c-c876-3383e477de88,FXE-SDWAN-BFFA-tk,"""Fedex Express Scottsbluff, NE (BFFA) 10.244.68.33 (No SIP Available)""",f
293e4c10-0d92-18f4-b8a8-b7a0b6e52a49,f6364ac8-422c-e739-f68f-2ed24d544725,FXE-SDWAN-SUXA-tk,FedEx Express Sioux City IA 10.244.139.129 (SUXA),f
f6519572-eb2a-368f-fb62-1ebf9116a9e7,b49ee355-95d9-6fa0-a3b1-5cc9777fb348,FXE-SDWAN-TOLA-tk,Express (TOLA\OH) 10.244.125.193,f
7e051591-642b-82b0-d807-d91176b92a2e,62c257ab-dd26-b6fb-2334-2efb59f5b526,FXE-SDWAN-PLNA-tk,"""FedEx Express Pellston, MI (PLNA) 10.244.191.17 (No SIP Available)""",f
40dd8a0f-226c-3e94-de4c-8f7bc48b943d,da1762ce-fd76-df4f-9d3f-ce3499af73ff,FXE-SDWAN-LEXA-tk,FedEx Express (LEXA) Lexington 170.5.243.197 SIP,f
0f82c3e8-4804-fe60-9370-b66f3c9ca118,0727f225-c876-57f8-23e2-ee1905d0c723,FXE-SDWAN-FATA-tk,FATAr01.netdb.fedex.com,f
8f983ec2-48c9-71fb-9805-0c5df2da2a3e,7c23871a-1bbe-2b58-64f5-044bda681ec4,FXE-SDWAN-MBSA-tk,"""FedEx Express Freeland, MI (MBSA) 10.244.77.129""",f
217d6e04-3f40-03a6-24b0-3303ffc636c7,8cb5101c-0fb4-ed89-7a41-e4ccc33cc625,FXE-SDWAN-BDLRT-tk,FedEx Express BDLRT (BDLRT) 10.244.139.98,f
6422f094-0732-79aa-38e7-12d664a898b3,dcbdbc49-bbe5-9214-d4ec-8d2623f8e689,FXE-SDWAN-HHHA-tk,"""FedEx Express Hilton Head Island, SC (HHHA) 170.5.241.209 (No SIP Available)""",f
ea807cfd-ce22-2441-7deb-253f8c153958,809733c5-e92e-4586-8a90-0d105543ac3c,FXE-SDWAN-RHIA-tk,RHIA TK,f
ed9ddb46-109c-49eb-54a4-3e451b6874df,b8a11256-6570-62b9-4194-674dd8def24b,FXE-SDWAN-TUSR-tk,"""FedEx Express TUSR, Tuscan, AR (10.244.194.161) SIP""",f
bb85c860-b29f-f366-0951-5dc67d2dcad8,9fb60914-7193-3f5d-5f8d-731bc21f136a,FXE-SDWAN-DENA-tk,DENA Router 170.5.244.226,f
59bffb7c-9025-1425-7358-3ca04e3e3f20,b5e706b7-0dcc-874e-8b16-547f131898d8,FXE-SDWAN-LHUA-tk,FedEx Express (LHUA) SIP TK to GW,t
7973c968-fc87-183f-5e36-808ba9d0df47,422f964b-c5fc-005c-d5d2-3c6afce37d3e,FXE-SDWAN-FXEA-tk,FedEx Express FXEA SIP TK to GW 170.5.240.227,f
901b483f-5167-74ec-52cc-f25c11498178,07b1fe25-3a84-01d9-5dfa-a0a28c24c6df,FXE-SDWAN-SHDA-tk,"""Express Harrisonburg, VA (SHDA) 10.244.175.33""",f
23dd8da4-3a7a-780b-c7b4-3ca1dcb19cfa,c39dfe08-7333-a727-17d8-3e04c44bb023,FXE-SDWAN-BTVA-tk,Express (BTVA/VT) 170.5.243.55,f
9baf4780-7372-4e97-32fd-bbe0398b0d5c,16d1d186-58ac-18be-8235-85761ec9f7db,FXE-SDWAN-AUGA-tk,Express (AUGA)  170.5.240.156,f
346ae3f3-625a-3720-0ea8-8a6e062a54ac,4cc391c5-df55-d8bf-7338-6621e52da231,MCCVM-H323,MCCVM-H323 (10.244.5.2),t
652db2a0-1d52-a4dc-5619-a4d53cb432f1,04aa5b6a-1f15-0b89-248d-d6339f7e2f65,FXE-SDWAN-FBTA-tk,FBTA 4351 Router - 170.5.240.131,f
99f319e7-93c9-b253-301a-69c9c9a6bd80,d1614691-7d9f-f402-9afa-1458d774405a,FXE-SDWAN-NZWA-tk,NZWAr01.netdb.fedex.com,f
958af8e2-a9a5-1e5e-9077-31b928d588c9,3e65dc2b-cdf2-abb9-bf69-5bb51e61f1cd,FXE-SDWAN-TOCA-tk,"""FedEx Express Gainesville, GA (TOCA) 170.5.241.59""",f
d66ee7b0-f2e3-e627-7b0c-16566af5aa61,de14a560-90c3-adee-4236-17615c51603f,FXE-SDWAN-LBBR-tk,"""Fedex Express Lubbock, TX (LBBA) 170.5.243.194""",f
2072d501-6da1-14ab-972c-a51f5b3417f5,74157ffb-3706-cb2e-5168-57241bfbf409,FXE-SDWAN-OXDA-tk,"""Fedex Express Loveland, OH (OXDA) 170.5.242.31""",f
a1427d7d-a351-2dfd-6447-24fa1de1da0f,cf4c81ec-5777-40f2-477a-e6700086285b,FXE-SDWAN-GAIA-tk,"""Fedex Express Rockville, MD (GAIA)""",f
d0162fa3-6d86-9f3e-0a3e-f80f8ec70a2e,014d6fa7-1df4-4208-bedc-3f17915d9945,FXE-SDWAN-SSIA-tk,"""Fedex Express Decatur,GA (SSIA) 170.5.241.123""",f
1fba85bf-028f-c833-0d45-ca001d0d132f,77b3a387-db3c-a12f-2d47-3a6e72fec3c3,FXE-SDWAN-PGDA-tk,PGDA MGCP Voice Gateway 10.244.86.193,f
e630ab6f-eba9-01af-2007-8d59ba554278,61a88070-8c6d-eac6-7445-8a82a3de5453,FXE-SDWAN-PDXA-tk,"""FedEx Express Portland,OR(PDXA) 170.5.244.20""",f
4207e6af-c1f8-1a39-ba3a-d1421858c2bf,e82c2f2d-6e12-01d0-64e5-8bbc7e72c029,FXE-SDWAN-BLMA-tk,Fedex Express (NJ/BLMA) 10.244.18.1,f
13d0fed4-d5ce-475c-cfd0-2e79ab356e01,7ab0d061-977b-5bad-204b-468eb4c76e89,FXE-SDWAN-CSGA-tk,"""FedEx Express Columbus, GA (CSGA) 170.5.240.250""",f
5b136865-387c-bf47-6c69-186a3e4648ee,c9359510-c87b-950f-5a09-505f4d54ef75,FXE-SDWAN-JHWA-tk,FedEx Express JHWA 10.244.21.129 (No SIP Available),f
02094290-93f6-a741-d235-4e41f431128c,698392f7-f38c-a540-282d-813ecd373603,FXE-SDWAN-LAFA-tk,FedEx Express Lafayette IN (LAFK) 10.244.1.1,f
44bf2767-4712-608b-881c-50ec00c4fb0d,00eed97d-fc09-c407-e0c9-08838419e0e1,FXE-SDWAN-GYYA-tk,FedEx Express GYYA Chicago IL (10.244.185.1),f
1788b5e5-ab75-268c-6ed9-765ecf73f1f9,eee26d46-f946-7419-55f8-879173112b6b,FXE-SDWAN-COSA-tk,"""Fedex Express Colorado Springs, CO (COSA) 10.244.16.65""",f
f7731ca3-218e-2770-027d-2c9e2bfa39ad,50770bb0-d4e1-e7d2-1ea8-e3e59ae06eda,FXE-SDWAN-BXAA-tk,FXE-BXAA 4351 router 10.244.68.97,f
34308ebc-d212-4978-775b-1e291b032ea4,39e0e3a5-90f1-8961-9634-a1160cbcf003,FXE-SDWAN-PLBA-tk,Express (PLBA/NY)10.244.56.193,f
5e883c2d-c07e-f52b-d24b-e7699932b075,672201fb-2887-67e3-4796-7cd898d03fdf,FXE-SDWAN-AUNA-tk,AUNA Router 4351 170.5.241.140 (SIP),f
3e13a10c-8342-33f4-d12c-af86a42ba42a,961c6df6-cf1b-dad8-1c79-f884231ed73b,FXE-SDWAN-RDUA-tk,"""FXE Durham, NC (RDUA) 170.5.244.40 SIP""",f
6e69a4f8-34dc-c440-2693-c100d3bc8e9b,d16a039f-64b3-cb1d-0ef6-36177c3ed99b,FXE-SDWAN-MLBA-tk,FedEx Express (MLBA) 10.244.96.65,f
880869cd-de3c-b098-5cab-fde24d124933,9e8e955e-7258-6a56-91a9-c0e21c2d375a,FXE-SDWAN-CVGA-tk,FedEx Express Cincinnati (CVGA) 10.244.11.193,f
2838f9ee-7197-ea6c-0add-d552bf4739cc,5401a257-726f-90cc-bbfd-2f9587389cad,FXE-SDWAN-PNEA-tk,"""FedEx Express King Of Prussia, PA (PNEA)  10.244.184.4""",f
cb075513-3212-d529-4af7-b28c28c046c6,0c424946-9975-e620-6656-fb1c2eb891f1,FXE-SDWAN-SMXA-tk,"""FedEx Express Santa Maria, CA (SMXA) 10.244.136.161""",f
66653c29-a0f8-c512-1df0-c9978acebb7d,9bf70520-1ada-e1c8-52c3-7aa2bea628d7,FXE-SDWAN-COUA-tk,"""FedEx Express Columbia, Mo(COUA) 4351 Router - 10.244.42.130""",f
889573ce-48f3-0cec-ebe3-798477cd8c00,fc956aef-571b-b568-2e9b-352878dea4a7,FXE-SDWAN-VISA-tk,"""FedEx Express Visalia, CA (VISA) 10.244.136.193""",f
7167e19b-3ee1-d88f-ef78-4d6d2995bdfb,2fd8d9d4-0fa3-bdb6-c734-100e4bc37800,FXE-SDWAN-MCNA-tk,"""Fedex Express Macon, GA (MCNA) 170.5.240.27""",f
90df4f71-9d1e-27b5-fe75-ffa8dabc145d,b8bf8b47-30bf-38ad-4723-384b32579b95,FXE-SDWAN-MPBA-tk,"""Fedex Express Miami, FL (MPBA) 10.244.146.129""",f
9b666c36-f6e4-7297-484f-72787729f4b8,005d317e-87ce-2392-9cdc-61a367ad4b52,FXE-SDWAN-ESCA-tk,FedEx Express Escanaba MI (ESCA) 10.244.137.225 (No SIP Available),f
89bc1ee3-7b9e-0b00-5b4c-2cf54597734f,405fb0e6-4713-504d-a31e-eb540e841680,FXE-SDWAN-SEGA-tk,SEGAr01.netdb.fedex.com,f
0551afe4-88f3-4e38-0732-ead778a052be,4b1c3074-7749-2885-f544-0381781d826e,FXE-SDWAN-MFDA-tk,FedEx Express MFDA 10.244.12.65,f
855832c8-955e-52ec-8562-d3213f3affad,89723f58-9563-0a44-31be-2fab1343fb82,FXE-SDWAN-MFEA-tk,"""Fedex Express PHARR,TX (MFEA)  10.244.175.1""",f
e4e299b5-29a7-eba0-fe6a-69a8e321646c,f0a49d87-53a1-37fe-1408-7ad28f44f2f2,FXE-SDWAN-TWFA-tk,TWFAr01 Router 4351 170.5.244.18,f
3efceafd-59b8-3e03-d74a-ae7a72b63b6e,f5ce0a95-9876-8cd7-4f02-eb007e853829,FXE-SDWAN-SANR-tk,"""FedEx Express Sandiego, CA (SANR) 10.244.15.65""",f
da5f8321-4693-6cfa-eb2b-fee2bc153c2d,67039c46-0453-00c2-9660-06deb5a166e0,FXE-SDWAN-CYSA-tk,"""Fedex Express Cheyenne, WY (CYSA) 10.244.70.129""",f
ac196627-85ec-f748-aa16-e40dfd6892b5,8dc87666-7102-df76-9a19-d3c19bca9d2b,FXE-SDWAN-MCCVM-tk,FedEx Express (OAK/MCCVM) 10.244.5.1,f
3554aa37-a161-fe02-80b4-a658bc2bbe36,1acc39db-4464-60b2-5635-73250af99d2c,FXE-SDWAN-ARXA-tk,Express (ARXA/NJ) 10.244.18.65 SIP,f
462f05e2-46d8-d1a1-7d05-38226a34f5cf,cbf287ae-ecf8-b157-6f1e-3104b43e918a,FXE-SDWAN-SRUA-tk,"""FedEx Express Soquel, CA (SRUA) 10.244.176.161""",f
2dd2c451-ab82-5d56-53fb-b0f39c900b57,34c8d966-522e-b0eb-3e0c-8ca965a18b46,FXE-SDWAN-IFPA-tk,FedEx Express (IFPA) (No SIP Available),f
9572b21b-d8d4-0ec6-5f38-fe03be89b422,f75a6d43-6119-26a8-23d2-96c0f6236f6d,FXE-SDWAN-UIZA-tk,"""FXE UIZA, Clinton Township, MI (170.5.244.123) SIP""",f
1464a056-c6a0-1e8a-6556-c354614f0f63,08d4804b-8aef-8191-b3e0-7efa6ec84ccc,FXE-SDWAN-AGCA-tk,FedEx Express AGCA 10.244.13.4  SIP,f
a224f06f-25b7-51b7-b237-1a5a8c27b186,29684406-8841-72ab-c3ec-f06e77a1eef9,FXE-SDWAN-TRIA-tk,"""FedEx Express Blountville, TN (TRIA) 10.244.164.193""",f
57cfee91-30d6-4094-eed3-13fff8072d26,b7dec64b-d282-8ef2-cbab-43dbbd6b5960,FXE-SDWAN-SJCR-tk,SJCRr01.netdb.fedex.com,f
54c3843f-c7f5-dc86-5b79-ca05e51759ef,3b8affc0-bbb3-db3c-df82-241a84f6c943,FXE-SDWAN-LITRT-tk,"""FedEx Express LittleRock, AR (LITRT) 10.244.75.100""",f
8ac9582f-e5bf-48a8-16b4-faab04ea93bc,87b405ad-073d-ee7c-b072-258a731c4921,FXE-SDWAN-DTWRT-tk,"""FedEx Express Romulus, MI (DTWRT) 10.244.190.130""",f
ee624234-6c81-47f5-b1a6-4aa7d8d6db76,b21ff68e-e867-0f29-b317-b713770acdf2,FXE-SDWAN-FPRA-tk,"""Fedex Express Port St Lucie, FL (FPRA) 10.244.150.65""",f
3571b201-060b-b5c2-f345-41533e387d0a,3ca86110-3d54-a40f-24c6-42b0b0292c1b,FXE-SDWAN-VLDA-tk,"""FedEx Express Valdosta, GA 10.244.55.129 (SIP)""",f
0568b2e6-367c-9f68-8753-41392fda4a93,12ea1fde-13bc-6c65-a20f-0d353f579bff,ATLR-H323,ATLR-H323 (10.244.50.4),t
906138ad-e772-68e0-c032-bd26e31d806c,99aafa8c-452b-a242-3921-a786faab8d5c,FXE-SDWAN-HBYA-tk,"""FXE HBYA, Houston, TX (170.5.243.154)""",f
e5143bfc-aeec-b60d-ac45-ff76eb4ec339,0bf2f746-94cf-ae1d-7af6-36bfac168c59,FXE-SDWAN-HRLA-tk,"""FedEx Express Harlingen, TX (HRLA) 170.5.243.163""",f
4e1feb94-e6b1-47c4-6474-24238ad7d589,c11c53fa-7448-919d-1879-21f8c66a8a8f,FXE-SDWAN-QWGA-tk,"""Fedex Express Charlotte, NC (QWGA) 170.5.241.45""",f
3d055b31-88b2-1817-01ab-fc211e91549d,15948971-b1a3-2b9b-4d9d-3fb2d0173917,FXE-SDWAN-LSEA-tk,FedEx Express Lacrosse (LSEA) 170.5.241.25,f
dffef619-7c39-b8bc-c0ce-4d536664c585,39e991ac-5e9e-367e-b2c3-0f9355635da0,FXE-SDWAN-TIKA-tk,FedEx Express Dallas (TIKA) 10.244.154.1,f
9786b805-111b-9097-18b7-44c2afc0c8ab,eec335f5-c5ec-d149-f009-cb077ae2a5b2,FXE-SDWAN-TULR-tk,TULR RVSA - 10.244.110.129,f
366bb44d-50f4-a182-1165-e6da44ec7148,082af0dd-6d3a-8753-0deb-2b5efc41c132,FXE-SDWAN-IAHRT-tk,FedEx Express Houston (IAHRT) 10.244.89.196,f
52b06fdf-df0b-e152-9b94-4fa0092b6d1c,20ddb628-c108-2a94-006e-28456fe350da,FXE-SDWAN-SYRR-tk,Express (SYRR/NY) 10.244.2.193,f
2a7c5597-3725-b3aa-cad2-b5c94848294b,4c725318-b0d9-f9c2-c05e-8e418f92e097,FXE-SDWAN-DHNA-tk,FedEx Express (DHNA) 10.244.62.97,f
61f243d4-56e0-c307-073d-418cbeb41391,a5bc2983-606d-6e15-b556-5c3ff29a6e28,FXE-SDWAN-CHOA-tk,"""Fedex Express Charlottesville,VA (CHOA) 10.244.167.129 SIP""",f
5f291a8e-d244-1654-f7cb-c50f6a63753a,df484401-0fa9-1fde-ad07-e361265e1b57,FXE-SDWAN-MTCA-tk,"""FedEx Express Auburn Hills, MI (MTCA) 10.244.125.1""",f
4171348f-d05e-6da4-5d5a-bdba4ae14dd9,4a17e312-cb7f-d3e9-9b0e-df4c1b8b20d3,FXE-SDWAN-EVVA-tk,FedEx Express Evansville (EVVA) 170.5.243.118,f
3d194fa4-5f67-4aa8-9265-138f73d0585c,1071e384-82a2-af02-1d41-736a50e6f543,FXE-SDWAN-FBLA-tk,FedEx Express (FBLA) 170.5.243.121 SIP,f
ebe6d45d-3613-da39-f9f0-0b34e5494bdf,bd939a35-65c4-22a5-9fd1-5fb593de58f7,FXE-SDWAN-FRGA-tk,Fedex Express (FRGA) 170.5.240.146 (SIP),f
f9ba5a5e-610c-0439-553b-c33030741c0a,0b3d583a-5b12-bec5-db7a-4b4780a75127,FXE-SDWAN-NOTA-tk,"""Fedex Express Petaluma, CA (NOTA)""",f
987ec0c9-c8cd-0520-8ccb-87adbe3c0ab7,fc02cde5-0007-4e5d-22b5-f47b061bd00b,FXE-SDWAN-HPNA-tk,FedEx Express Mount Vernon (HPNA) 170.5.240.16,f
26bd89ca-41b5-ffd3-df4f-ad501539f0ab,2fe52cab-3ba7-9f10-1cae-845783a98f68,HIBA-H323,HIBA-H323 (10.244.74.193),t
56a1de44-6489-f209-bc40-f07f16f7709c,75bc7393-892d-48ca-4376-dfbdbd6d7044,FXE-SDWAN-DANA-tk,FedEx Express Danvilleva (DANA) 10.244.110.1 (No SIP Available),f
47bc4029-5878-cb45-65c1-081a7e4ad3e4,38e9e353-2466-b12d-1c78-e06ab4209d6a,FXE-SDWAN-BFRA-tk,"""FedEx Express Huntingburg, IN (BFRA) 170.5.240.90(No SIP Available)""",f
e09627fe-a394-c518-2c8c-9c456e1f97d6,7916beb0-8fc8-2d72-ef2f-282fccfcdd8b,FXE-SDWAN-SATR-tk,"""FedEx Express SanAntonio, TX (SATR) 10.244.0.130""",f
50e03e75-a2d1-d366-e287-0a200d76275d,c346bc6f-4c0b-726f-f4ec-6e45687891e0,FXE-SDWAN-ZZVA-tk,FedEx Express (ZZVA) 10.244.64.65,f
72f37ff9-c411-dccc-b5ad-626cde48c8c5,b38ca813-2a81-b9b6-4353-f0c5dfc55d73,FXE-SDWAN-HAVSC-tk,FedEx Express HAVSC (HAVSC) 4K 10.244.66.161,f
d0179fb3-c350-ad53-8fa4-2a943dd94105,615e4c98-5b9d-d7f4-a08e-e0946b008717,FXF-SDWAN-ANH-tk,FedEx Freight Anaheim (ANH/169) 10.16.13.1 SIP,f
0b4d5c28-c779-0e06-b197-36e0d31129e4,d197c9af-f0f4-7d86-dbe8-c20f71c8533d,FXE-SDWAN-IAHR-tk,"""FedEx Express Houston, TX (IAHR) 10.244.97.129""",f
623a4fe2-7e0d-41d9-c81a-90a3fc0f2f15,56114f58-7707-1891-b336-1b4c81d2b60c,FXE-SDWAN-STQA-tk,"""FedEx Express Peru, Il (STQA) 170.5.241.57""",f
e29eb98d-ec09-e084-2c41-c62713c0ea2a,cf4acb30-3d53-6e06-0fb0-64e1e472c5e0,FXE-SDWAN-OGDVM-tk,FedEx Express OGDVM (OGDVM) 170.5.240.41,f
764aff3b-fbde-d158-9a55-156969adcf62,7cf778d4-3cb9-2685-780e-82dfdc5da373,FXE-SDWAN-TOPA-tk,FedEx Express Kansas City (TOPA) 10.244.137.161,f
1cd89258-3018-1315-d524-28146cbb8a3f,39a2a4af-b86c-2ab0-e113-74eca7fb5ac7,FXE-SDWAN-UINA-tk,"""FedEx Express Quincy, IL (UINA) 10.244.77.193""",f
ad017b5b-f1b4-7076-b5dc-c3c8581959db,f6702b58-82dd-ae8a-3888-fe7a203d863e,FXE-SDWAN-BWIVM-tk,"""FedEx Express Baltimore, MD (BWIVM) 10.244.193.225""",f
cf62c206-6eb8-84da-0b41-378384cea81f,89236b8b-5bfa-8940-1853-8f94cf9e2c3c,FXE-SDWAN-DBQA-tk,DBQAr01.netdb.fedex.com,f
90a0a8b6-25f3-3cd8-cd1c-fa52fe15bbbc,71df4e3f-ddf9-ba17-78a0-55f6d47852f5,FXE-SDWAN-CWAA-tk,FedEx Express (CWAA) SIP TK to GW 10.244.139.1,t
922e67d4-a2b1-8a20-8ddd-70af5ba39a85,12049635-77e8-a974-67f9-228d89824c8a,FXE-SDWAN-BOWA-tk,BOWA MGCP Voice Gateway 10.244.81.65,f
fc646817-1fce-d8f2-4e85-adae245a3c27,dd1131bd-b53b-7c49-af30-0fa997b0a353,FXE-SDWAN-FSDR-tk,FSDRr01-ISR 4451-10.244.114.98,f
9fedcad4-8f4c-7285-2c36-c11bd1e954d8,ec836b28-03de-b1a3-5f58-89bf5810643e,FXE-SDWAN-WMHA-tk,"""FedEx Express Mountain Home, AR (WMHA) 10.244.191.1 (No SIP Available)""",f
7ee37eb2-85c0-aa8e-6be7-a92ef51a74fa,47619968-360c-9c59-952c-3b87b9466dd6,FXE-SDWAN-PHDA-tk,"""Fedex Express Canton, OH (PHDA) 10.244.169.33""",f
4690f69b-ccf9-5495-9656-96a5b16bb146,25525fab-2a0c-b7aa-2b4b-f3602f6b699c,FXE-SDWAN-CAKA-tk,FXE CAKA Akron (OH) 170.5.240.135,f
bae7152f-1fd9-00da-f3a2-bb909bad41b6,42a8807a-c164-0270-d548-e596490a34e8,FXE-SDWAN-NIRA-tk,FedEx Express Dallas (NIRA),f
6a4f63d8-27b4-e66b-f1e6-9a909cbfbe61,7038d172-68d0-8d59-0ea5-79e109e754c9,FXE-SDWAN-YUMA-tk,YUMA 172.27.6.1,f
6cf03990-a6ac-63fa-0bc4-5ebf5956c860,963c2184-b66f-77eb-e524-0f33fdcf52cd,FXE-SDWAN-SFOA-tk,"""Fedex Express Sanfrancisco, CA (SFOA) 10.244.190.1 SIP""",f
03b6bb67-ee3e-da92-4397-e65c385cbf70,ae829a0b-5374-cb5e-8e49-591150d9d3db,FXE-SDWAN-LOUA-tk,FedEx Express Louisville (LOUA) 170.5.243.205,f
e1b0551c-3f72-0cb7-dbf7-fe51f355bd7c,ef4e614a-6904-b3d7-da0e-f6182809577f,FXE-SDWAN-MSYR-tk,"""FedEx Express Kennar, LA (MSYR) 10.244.93.129""",f
2fd309d9-4811-6088-0650-ffc3a563e64b,f55ac1c7-2d8d-0533-c1c0-038bffeb8186,FXE-SDWAN-CAOA-tk,CAOA 4351 Router - 10.244.139.225,f
fad81353-f907-ca91-ed8b-c3c7878eca60,2a021b06-21d6-7a9a-200b-35ddf462b745,FXE-SDWAN-PIEA-tk,"""Fedex Express Pinellas Park, FL (PIEA) 170.5.240.221""",f
d0ca20dc-dd4b-d986-eed1-f000f2f3e6d8,1bca5f26-a95a-facf-e091-f224b5fdbfe8,BHMRT-H323,BHMRT-H323 (10.244.85.69),t
59bf7844-016a-592f-ba7b-7c9d13c71690,a8018ce1-7f51-56b3-2780-9aa1a399b7b6,FXE-SDWAN-JOTA-tk,FedEx Express SIPTK to GW - JOTA,f
c0b116b3-6563-d223-cc00-d860657ab0e6,850b4313-4fa0-e156-ec70-c33579bfd44b,FXE-SDWAN-MKTA-tk,FedEx Express NORTH MANKATO MN 10.244.140.1 (MKTA) (No SIP Available),f
65e6da07-95d2-19b7-038d-a0bb395f1837,302af7a0-9d82-2c79-4ac7-1dd5757017f8,FXE-SDWAN-ROAA-tk,"""Fedex Express Roanoke, VA (ROAA) 10.244.130.65""",f
