pkid,fkdevicepool
51eddac7-d23b-9c35-5da3-43fe79e8989a,62899c75-8094-1dbc-1319-5c053a7f865a
19caf2ca-04e1-6b7b-1170-6806d7c7b7f6,4174a7ef-9c7b-4cdb-8668-e7fa8d8aed60
ad74e078-a006-6941-9353-1e7737f4ec40,775ea590-7c69-29e2-40a1-4133ed6bf93e
d0c333d7-7f62-7f3a-c28f-927b6ce824e3,b1d84710-dae3-4a0d-8d67-ac90f6c8e76b
9f803069-d42a-f965-374d-28a5bb8cd37d,775ea590-7c69-29e2-40a1-4133ed6bf93e
d1707b9b-5849-bcf4-bb5e-2b899e798c07,b1d84710-dae3-4a0d-8d67-ac90f6c8e76b
7a9c2703-9f10-988e-1207-d6720b9b6802,775ea590-7c69-29e2-40a1-4133ed6bf93e
719d0b6a-4f8a-c7ab-2a23-8e81ef109dc5,a026e335-73e4-2485-55fe-ec5284c261c9
c80accc1-88aa-5691-f19f-14bef6a79d63,a026e335-73e4-2485-55fe-ec5284c261c9
4c024b31-fdec-0bfd-c2ee-f80029181dc5,a1859bff-3489-68ef-b143-30435d51a24c
d43857f2-8e15-a727-05a4-b7f0397f2f8b,21cf647d-e774-4470-8715-9c307546a03b
e3e85245-7e98-a07c-ee55-403838c0f942,d1471d65-4e78-5a75-e756-7f3805505b21
624d6a40-aa01-2683-d195-c653aa2e787e,d1471d65-4e78-5a75-e756-7f3805505b21
279b6896-d3df-f265-e046-5c209559ffcc,823c23dd-703d-89ad-1c26-b74c0984abda
03ae3755-bdbd-49b6-7f6c-08c50c9cd2c0,7a8d15f3-fa9b-9f75-abae-7f5a332e3b2c
c9b1a95d-15c9-5ee0-75bf-2d6afe38c71e,06ba1999-43f6-4722-9d48-58b4f9cbbac4
e3b843ed-08a3-b3d9-9ee7-58d66930fb57,162e48fa-7e73-518a-bc88-bdf71f80cb8a
8e4485e1-0644-c526-5372-d2caacffb64f,8fe31fd1-b885-4463-d979-dbff25adcade
b0f71aa4-2fa4-b9f2-2eb9-8b4661f0e3e3,8fe31fd1-b885-4463-d979-dbff25adcade
bca1124d-e5b5-0b81-c26d-1ac5e341df9a,d88dd553-d05b-4294-9501-8afdfa03ca31
60420d3c-5aa8-a7b7-eae7-37869584b99f,324cf94a-73c3-57eb-e926-12ae1e39729e
